369.0	558.2	526.3	538.8	552.1	569.3	581.5	590.6	586.0	564.5	538.6	518.1	513.8	510.2	512.5	518.7	525.0	527.6	522.5	507.5	489.3	451.2	394.0	323.8	267.5	240.5	233.8	241.7	235.1	192.2	156.2	134.8	125.3	118.9	111.6	102.3	106.9	166.7	583.7	 2701	 5107	 4624	 1656	240.4	13.52	7.314	4.856	3.175	2.303	1.801	1.463	1.324
372.0	620.5	601.0	611.0	636.4	663.8	685.1	701.5	702.3	663.6	616.8	580.0	573.5	574.4	581.4	596.1	610.5	619.8	621.5	616.5	601.5	556.2	479.0	382.6	308.8	270.7	253.4	251.3	256.4	241.9	205.0	172.9	162.6	154.0	144.1	132.2	122.9	131.7	182.4	651.2	 2504	 5205	 4360	 1713	202.1	14.89	7.959	4.582	2.964	2.115	1.689	1.485
375.0	711.8	693.6	721.1	758.0	797.5	836.5	867.7	878.9	828.7	752.3	698.9	692.6	696.2	697.0	712.3	730.4	748.4	759.3	762.6	752.4	699.1	594.8	464.9	362.1	313.3	289.8	280.1	276.6	279.5	263.9	228.5	211.1	200.4	186.2	171.1	158.9	154.3	162.6	211.0	603.9	 2502	 4855	 4554	 1599	231.0	21.25	8.950	4.609	2.915	2.123	1.793
378.0	851.7	853.7	901.8	962.6	 1037	 1110	 1174	 1221	 1168	 1064	996.5	 1003	988.7	932.5	898.1	896.3	910.4	927.7	938.3	930.2	869.9	739.6	571.3	435.6	373.7	348.4	337.9	327.3	326.1	330.5	316.7	293.6	274.9	255.4	234.3	220.4	217.7	218.9	211.8	221.9	613.0	 2410	 4932	 4155	 1624	269.3	28.24	11.17	5.392	3.125	2.279
381.0	 1102	 1123	 1204	 1331	 1476	 1621	 1769	 1899	 1886	 1752	 1669	 1706	 1634	 1400	 1217	 1139	 1130	 1140	 1157	 1160	 1090	930.5	720.9	558.7	479.1	449.7	447.1	437.4	427.6	433.2	445.5	442.9	416.1	379.8	350.6	332.5	345.3	362.2	326.4	259.4	245.1	604.7	 2381	 4703	 4272	 1747	246.7	30.72	11.17	5.398	3.424
384.0	 1381	 1433	 1555	 1745	 1961	 2211	 2440	 2668	 2710	 2547	 2439	 2519	 2381	 1933	 1575	 1405	 1367	 1373	 1392	 1399	 1320	 1139	889.3	693.3	598.9	567.3	568.4	566.8	554.8	551.1	577.1	605.2	583.2	524.0	483.8	463.4	490.7	532.0	475.7	352.9	269.7	270.2	682.5	 2471	 4752	 4337	 1551	250.4	22.26	8.596	4.891
387.0	 1556	 1617	 1782	 1993	 2262	 2541	 2820	 3099	 3154	 2957	 2833	 2927	 2771	 2247	 1810	 1604	 1560	 1565	 1591	 1604	 1517	 1306	 1019	792.0	680.8	644.3	644.9	643.3	634.0	630.3	648.8	688.8	686.7	622.4	566.3	542.2	575.3	623.2	559.4	413.6	301.9	256.9	323.4	823.2	 2512	 4702	 3929	 1475	211.9	14.10	6.410
390.0	 1611	 1680	 1834	 2068	 2324	 2605	 2879	 3143	 3166	 2948	 2804	 2891	 2750	 2279	 1897	 1720	 1694	 1712	 1748	 1765	 1668	 1428	 1102	845.2	719.6	671.8	669.4	666.0	657.9	655.5	666.0	696.1	705.2	658.6	600.1	566.2	590.6	630.2	563.3	421.5	306.0	246.5	271.1	423.9	819.8	 2299	 4331	 3758	 1516	199.1	12.18
393.0	 1616	 1686	 1839	 2066	 2301	 2558	 2815	 3035	 3018	 2785	 2629	 2694	 2588	 2211	 1914	 1792	 1787	 1822	 1862	 1880	 1776	 1517	 1159	875.6	735.5	679.5	672.0	663.5	655.2	653.3	663.4	681.4	686.2	658.3	612.1	568.8	581.0	606.4	539.2	406.9	296.3	234.3	239.5	338.6	414.2	670.6	 2178	 4004	 3793	 1400	202.6
396.0	 1595	 1670	 1823	 2028	 2251	 2488	 2719	 2913	 2856	 2599	 2435	 2483	 2415	 2121	 1903	 1827	 1848	 1887	 1937	 1960	 1851	 1574	 1191	892.2	742.5	680.6	665.0	656.5	647.3	644.3	653.8	668.4	664.8	635.3	610.5	574.6	566.8	578.3	512.2	389.0	286.4	226.8	222.5	292.8	327.1	279.6	533.6	 1891	 4142	 3649	 1419
